21.03.2024,16:33:05.542,1.35313,1.35330
21.03.2024,16:33:06.238,1.35316,1.35329
21.03.2024,16:33:05.752,1.35317,1.35327
21.03.2024,16:33:06.140,1.35316,1.35325
21.03.2024,16:33:06.302,1.35320,1.35323
21.03.2024,16:33:07.031,1.35318,1.35322
21.03.2024,16:33:07.366,1.35319,1.35323
21.03.2024,16:33:08.105,1.35319,1.35323
21.03.2024,16:33:09.182,1.35318,1.35322
21.03.2024,16:33:09.872,1.35319,1.35323
21.03.2024,16:33:10.818,1.35317,1.35323
21.03.2024,16:33:10.978,1.35318,1.35322
21.03.2024,16:33:12.758,1.35319,1.35323
21.03.2024,16:33:13.099,1.35319,1.35322
21.03.2024,16:33:14.179,1.35318,1.35322
21.03.2024,16:33:14.519,1.35319,1.35322
21.03.2024,16:33:15.240,1.35318,1.35323
21.03.2024,16:33:15.820,1.35319,1.35323
21.03.2024,16:33:16.375,1.35318,1.35322
21.03.2024,16:33:16.718,1.35319,1.35323
21.03.2024,16:33:18.997,1.35319,1.35325
21.03.2024,16:33:19.046,1.35315,1.35332
21.03.2024,16:33:18.520,1.35319,1.35329
21.03.2024,16:33:19.236,1.35321,1.35327
21.03.2024,16:33:18.600,1.35317,1.35328
21.03.2024,16:33:19.458,1.35317,1.35330
21.03.2024,16:33:19.776,1.35321,1.35327
21.03.2024,16:33:19.802,1.35319,1.35325
21.03.2024,16:33:19.215,1.35320,1.35323
21.03.2024,16:33:19.777,1.35313,1.35330
21.03.2024,16:33:19.262,1.35317,1.35326
21.03.2024,16:33:19.303,1.35316,1.35326
21.03.2024,16:33:20.141,1.35319,1.35325
21.03.2024,16:33:20.484,1.35319,1.35325
21.03.2024,16:33:19.935,1.35320,1.35324
21.03.2024,16:33:20.455,1.35313,1.35330
21.03.2024,16:33:20.812,1.35313,1.35331
21.03.2024,16:33:20.287,1.35320,1.35325
21.03.2024,16:33:20.583,1.35315,1.35326
21.03.2024,16:33:21.252,1.35319,1.35325
21.03.2024,16:33:21.382,1.35319,1.35325
21.03.2024,16:33:21.487,1.35319,1.35325
21.03.2024,16:33:21.654,1.35316,1.35329
21.03.2024,16:33:21.484,1.35313,1.35330
21.03.2024,16:33:21.732,1.35319,1.35325
21.03.2024,16:33:21.252,1.35317,1.35327
21.03.2024,16:33:21.355,1.35318,1.35322
21.03.2024,16:33:22.088,1.35318,1.35324
21.03.2024,16:33:21.714,1.35320,1.35324
21.03.2024,16:33:21.955,1.35317,1.35326
21.03.2024,16:33:22.575,1.35317,1.35326
21.03.2024,16:33:22.068,1.35320,1.35323
21.03.2024,16:33:22.784,1.35319,1.35323
21.03.2024,16:33:24.049,1.35314,1.35330
21.03.2024,16:33:24.485,1.35319,1.35325
21.03.2024,16:33:24.209,1.35318,1.35328
21.03.2024,16:33:25.087,1.35318,1.35324
21.03.2024,16:33:25.326,1.35318,1.35324
21.03.2024,16:33:25.754,1.35316,1.35329
21.03.2024,16:33:25.278,1.35321,1.35323
21.03.2024,16:33:26.179,1.35313,1.35330
21.03.2024,16:33:26.872,1.35318,1.35324
21.03.2024,16:33:26.414,1.35320,1.35324
21.03.2024,16:33:26.776,1.35319,1.35323
21.03.2024,16:33:27.695,1.35318,1.35324
21.03.2024,16:33:27.476,1.35319,1.35323
21.03.2024,16:33:28.558,1.35320,1.35323
21.03.2024,16:33:28.945,1.35319,1.35323
21.03.2024,16:33:29.684,1.35314,1.35330
21.03.2024,16:33:29.915,1.35319,1.35323
21.03.2024,16:33:30.633,1.35317,1.35330
21.03.2024,16:33:29.975,1.35318,1.35327
21.03.2024,16:33:30.078,1.35316,1.35327
21.03.2024,16:33:30.616,1.35321,1.35324
21.03.2024,16:33:31.285,1.35314,1.35331
21.03.2024,16:33:31.979,1.35319,1.35325
21.03.2024,16:33:31.512,1.35319,1.35329
21.03.2024,16:33:32.288,1.35320,1.35326
21.03.2024,16:33:32.318,1.35318,1.35331
21.03.2024,16:33:31.684,1.35319,1.35324
21.03.2024,16:33:32.014,1.35318,1.35329
21.03.2024,16:33:33.047,1.35322,1.35328
21.03.2024,16:33:32.410,1.35321,1.35325
21.03.2024,16:33:32.550,1.35321,1.35331
21.03.2024,16:33:33.219,1.35318,1.35324
21.03.2024,16:33:33.184,1.35313,1.35331
21.03.2024,16:33:32.632,1.35319,1.35330
21.03.2024,16:33:32.714,1.35317,1.35328
21.03.2024,16:33:33.389,1.35315,1.35328
21.03.2024,16:33:32.757,1.35322,1.35325
21.03.2024,16:33:33.539,1.35318,1.35324
21.03.2024,16:33:32.888,1.35316,1.35325
21.03.2024,16:33:33.454,1.35324,1.35328
21.03.2024,16:33:33.845,1.35318,1.35322
21.03.2024,16:33:33.914,1.35314,1.35325
21.03.2024,16:33:34.696,1.35318,1.35324
21.03.2024,16:33:34.703,1.35317,1.35323
21.03.2024,16:33:34.183,1.35318,1.35323
21.03.2024,16:33:37.057,1.35318,1.35324
21.03.2024,16:33:37.589,1.35318,1.35324
21.03.2024,16:33:37.688,1.35318,1.35324
21.03.2024,16:33:37.085,1.35318,1.35322
21.03.2024,16:33:37.801,1.35318,1.35323
21.03.2024,16:33:38.168,1.35318,1.35322
21.03.2024,16:33:38.524,1.35319,1.35322
