21.03.2024,16:32:57.876,1.35313,1.35332
21.03.2024,16:32:57.963,1.35316,1.35329
21.03.2024,16:32:57.507,1.35319,1.35323
21.03.2024,16:32:58.145,1.35319,1.35325
21.03.2024,16:32:58.079,1.35313,1.35332
21.03.2024,16:32:58.441,1.35319,1.35325
21.03.2024,16:32:58.283,1.35313,1.35332
21.03.2024,16:32:58.492,1.35319,1.35325
21.03.2024,16:32:57.873,1.35320,1.35323
21.03.2024,16:32:58.749,1.35317,1.35330
21.03.2024,16:32:58.115,1.35319,1.35324
21.03.2024,16:32:58.216,1.35319,1.35324
21.03.2024,16:32:58.894,1.35313,1.35331
21.03.2024,16:32:58.482,1.35319,1.35323
21.03.2024,16:32:58.565,1.35317,1.35327
21.03.2024,16:32:59.262,1.35316,1.35329
21.03.2024,16:32:59.333,1.35320,1.35326
21.03.2024,16:32:58.845,1.35318,1.35327
21.03.2024,16:32:59.314,1.35315,1.35332
21.03.2024,16:32:58.907,1.35320,1.35331
21.03.2024,16:32:59.559,1.35318,1.35324
21.03.2024,16:32:59.050,1.35318,1.35327
21.03.2024,16:32:59.111,1.35315,1.35326
21.03.2024,16:32:59.785,1.35314,1.35327
21.03.2024,16:32:59.650,1.35310,1.35329
21.03.2024,16:32:59.194,1.35319,1.35323
21.03.2024,16:32:59.846,1.35317,1.35323
21.03.2024,16:33:00.197,1.35317,1.35323
21.03.2024,16:32:59.550,1.35320,1.35324
21.03.2024,16:32:59.912,1.35316,1.35321
21.03.2024,16:33:00.161,1.35315,1.35325
21.03.2024,16:33:00.256,1.35317,1.35321
21.03.2024,16:33:01.073,1.35317,1.35323
21.03.2024,16:33:00.625,1.35316,1.35321
21.03.2024,16:33:01.260,1.35311,1.35317
21.03.2024,16:33:01.342,1.35316,1.35322
21.03.2024,16:33:00.767,1.35314,1.35325
21.03.2024,16:33:00.827,1.35314,1.35323
21.03.2024,16:33:01.339,1.35311,1.35328
21.03.2024,16:33:00.901,1.35314,1.35325
21.03.2024,16:33:01.574,1.35313,1.35326
21.03.2024,16:33:00.989,1.35316,1.35320
21.03.2024,16:33:01.762,1.35315,1.35321
21.03.2024,16:33:01.319,1.35316,1.35321
21.03.2024,16:33:01.840,1.35312,1.35328
21.03.2024,16:33:02.023,1.35316,1.35322
21.03.2024,16:33:01.476,1.35317,1.35321
21.03.2024,16:33:02.083,1.35314,1.35327
21.03.2024,16:33:01.562,1.35315,1.35324
21.03.2024,16:33:01.603,1.35315,1.35325
21.03.2024,16:33:02.338,1.35316,1.35322
21.03.2024,16:33:02.051,1.35318,1.35320
21.03.2024,16:33:02.396,1.35317,1.35321
21.03.2024,16:33:02.947,1.35311,1.35328
21.03.2024,16:33:03.355,1.35316,1.35322
21.03.2024,16:33:03.773,1.35311,1.35327
21.03.2024,16:33:04.110,1.35317,1.35320
21.03.2024,16:33:04.623,1.35311,1.35329
21.03.2024,16:33:04.470,1.35317,1.35321
21.03.2024,16:33:05.258,1.35311,1.35328
21.03.2024,16:33:04.713,1.35315,1.35325
21.03.2024,16:33:04.816,1.35318,1.35321
21.03.2024,16:33:05.550,1.35317,1.35323
21.03.2024,16:33:05.621,1.35318,1.35324
21.03.2024,16:33:05.054,1.35315,1.35324
21.03.2024,16:33:05.734,1.35315,1.35328
21.03.2024,16:33:05.171,1.35315,1.35326
21.03.2024,16:33:05.838,1.35318,1.35324
